,exp #,gen #,CHIR99021,SP600125,Dexameth,rhGM-CSF,rhSCF,rhIGF-1,AA,Y27632,ALB,FN,GL,CH,ITS,bME,PY,rep ct #1,rep ct #2,rep ct #3,rep ct #4,mean (rep ct),PC fold chg,count threshold,normalized cell count,Col26 (mean+1),Col27 (log Col26),Residual Col27 Exp#1,Residual Col27 Exp#2,Residual Col27 Exp#3,Col32 (log foldchg w/ +threshold),Col33 (std dev),Col34 (Col32+noise),Penicillin (units/mL),Streptomycin (µg/mL),CHIR99021 (µM),SP600125 (µM),Dexamethasone (nM),Recombinant Human GM-CSF (rhGM-CSF) (ng/mL),Recombinant Human SCF (rhSCF) (ng/mL),Recombinant Human IGF-1 (rhIGF-1) (ng/mL),Ascorbic Acid (AA) (µM),Y27632 (µM),Albumin (ALB) (mg/mL),Fibronectin (FN) (µg/mL),GlutaMAX Supplement (GL) (mM),Cholesterol Concentrate (CH) (µg/mL),ITS Supplement,Sodium Pyruvate (PY) (mM),β-mercaptoethanol (bME) (µM),CHIR Component A (µM),CHIR Component B (µM),SP600125 Active (µM),SP600125 Inactive (µM),Dex Active (nM),Dex Inactive (nM),IGF-1 Active (ng/mL),IGF-1 Inactive (ng/mL),Insulin (µg/mL),Transferrin (µg/mL),Selenium (ng/mL),bME Active (µM),bME Inactive (µM)
931,2,3,3,1,5,1,4,4,1,3,3,3,3,2,2,2,2,4333.333333,3383.333333,4300.0,5100.0,4279.166666499999,11.23833333,16.667,380.7652381227243,4280.166666499999,3.6314606804458807,,0.4787758123416812,,-0.5430438018017286,0.4689555,-0.5430438018017286,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
932,2,3,1,4,4,5,5,4,1,4,3,2,2,1,3,2,1,24733.33333,20216.66667,24350.0,22700.0,23000.0,11.23833333,16.667,2046.566810632231,23001.0,4.361746717975897,,0.4861042704561589,,0.18595117542887166,0.4689555,0.18595117542887166,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
933,2,3,4,1,0,2,0,0,3,0,1,4,0,0,2,3,3,2100.0,1666.666667,1933.333333,2250.0,1987.5,11.23833333,16.667,176.85006678832866,1988.5,3.298525595321999,,1.0828657174453018,,-0.8741573521615311,0.4689555,-0.8741573521615311,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
934,2,3,3,0,0,3,1,3,3,1,3,2,1,2,3,2,3,71183.33333,57050.0,68566.66667,62300.0,64775.0,11.23833333,16.667,5763.75500690012,64776.0,4.811414126268122,,0.1386384656485662,,0.6354278948298815,0.4689555,0.6354278948298815,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
935,2,3,0,2,4,5,3,3,3,4,0,2,5,2,3,1,0,34650.0,33450.0,37183.33333,35600.0,35220.8333325,11.23833333,16.667,3133.990806134952,35221.8333325,4.546811957692196,,0.7345974995566209,,0.37091383392196725,0.4689555,0.37091383392196725,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
936,2,3,1,1,4,4,5,1,0,4,0,1,5,0,2,1,0,58000.0,45433.33333,50483.33333,56316.66667,52558.3333325,11.23833333,16.667,4676.701766106095,52559.3333325,4.720649847954831,,-0.18235490794408538,,0.5446880250492855,0.4689555,0.5446880250492855,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
937,2,3,1,3,1,4,4,1,3,3,5,2,5,1,3,2,3,159750.0,109566.6667,166016.6667,185566.6667,155225.00002500002,11.23833333,16.667,13812.1014448501,155226.00002500002,5.190964466417459,,-0.029244048808226175,,1.0149170386033264,0.4689555,1.0149170386033264,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
938,2,3,4,4,1,5,3,1,2,3,0,2,1,5,2,2,3,3183.333333,2450.0,2600.0,3483.333333,2929.1666665000002,11.23833333,16.667,260.6406644551804,2930.1666665000002,3.4668923235222637,,0.5005494381873055,,-0.706883037852729,0.4689555,-0.706883037852729,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
939,2,3,1,2,3,2,2,1,4,4,5,1,4,4,1,1,2,5233.333333,5300.0,5166.666667,5066.666667,5191.66666675,11.23833333,16.667,461.9605518276615,5192.66666675,3.7153904447908084,,-0.4654050798004268,,-0.4593924599574361,0.4689555,-0.4593924599574361,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
940,2,3,2,0,0,5,4,1,5,5,3,1,2,0,2,2,0,616.6666667,366.6666667,433.3333333,566.6666667,495.83333335,11.23833333,16.667,44.119827984315535,496.83333335,2.6962107256635557,,-0.9999910118340534,,-1.466397106845902,0.4689555,-1.466397106845902,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
941,2,3,1,1,0,3,3,3,3,0,3,2,1,2,3,2,3,95416.66667,73133.33333,91950.0,97350.0,89462.5,11.23833333,16.667,7960.477534616782,89463.5,4.951645884681182,,0.20800787770454754,,0.7756306733538534,0.4689555,0.7756306733538534,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
942,2,3,2,3,1,3,2,3,1,0,5,4,3,0,1,2,0,32383.33333,32850.0,54883.33333,64500.0,46154.166665,11.23833333,16.667,4106.851550825108,46155.166665,4.664220323531048,,0.4126948864452018,,0.4882764572290656,0.4689555,0.4882764572290656,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
943,2,3,2,1,1,3,3,3,3,0,3,2,1,2,3,2,3,79666.66667,56250.0,75250.0,76233.33333,71850.0,11.23833333,16.667,6393.296754083731,71851.0,4.856432816888612,,0.3563188134193167,,0.6804362447537103,0.4689555,0.6804362447537103,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
944,2,3,2,2,5,5,0,0,2,0,0,5,4,5,2,2,3,91233.33333,59700.0,143383.3333,157100.0,112854.1666575,11.23833333,16.667,10041.895300991218,112855.1666575,5.052521446439728,,0.32089122897723055,,0.8764904736749428,0.4689555,0.8764904736749428,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
945,2,3,0,2,4,5,2,0,1,0,3,2,5,0,0,2,1,8483.333333,5550.0,6533.333333,5666.666667,6558.333333250001,11.23833333,16.667,583.5681449083697,6559.333333250001,3.8168597015092476,,-0.12193514737090316,,-0.3581954798819264,0.4689555,-0.3581954798819264,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
946,2,3,5,1,5,3,0,2,3,0,2,2,5,3,0,1,1,16.66666667,16.66666667,33.33333333,0.0,16.666666667500003,11.23833333,16.667,1.4830194280685216,17.666666667500003,1.2471546149016122,,0.44863227444655474,,-2.653208170841382,0.4689555,-2.653208170841382,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
947,2,3,0,4,4,3,4,2,1,5,5,0,5,2,3,3,0,3800.0,3533.333333,4033.333333,3766.666667,3783.33333325,11.23833333,16.667,336.64541014730696,3784.33333325,3.5779893831249208,,0.43001043157358065,,-0.5963076243523895,0.4689555,-0.5963076243523895,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
948,2,3,4,1,0,3,3,3,0,1,1,5,1,0,1,3,2,533.3333333,766.6666667,800.0,600.0,675.0,11.23833333,16.667,60.062286833772,676.0,2.829946695941636,,-0.10701702201352248,,-1.336194203428737,0.4689555,-1.336194203428737,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
949,2,3,5,0,5,2,0,2,2,1,1,4,0,1,3,0,2,16.66666667,83.33333333,16.66666667,50.0,41.666666667499996,11.23833333,16.667,3.7075485700600765,42.666666667499996,1.6300887149366883,,0.07871450288079451,,-2.410171983407182,0.4689555,-2.410171983407182,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
950,2,3,0,1,1,3,2,3,2,5,4,2,5,2,1,1,2,74500.0,77300.0,76550.0,76750.0,76275.0,11.23833333,16.667,6787.038412216236,76276.0,4.882387910075638,,0.2596528215285545,,0.7063858454319274,0.4689555,0.7063858454319274,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
951,2,3,3,1,0,3,0,0,3,3,1,5,1,4,2,1,2,34166.66667,14766.66667,47383.33333,68266.66667,41145.833335,11.23833333,16.667,3661.204213009404,41146.833335,4.6143364174813515,,-0.10669782118122395,,0.43841048819877804,0.4689555,0.43841048819877804,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
952,2,3,0,5,1,1,2,1,4,4,5,2,3,1,1,0,1,33.33333333,50.0,33.33333333,50.0,41.666666665,11.23833333,16.667,3.707548569837624,42.666666665,1.6300887149112413,,0.48553780019461334,,-2.410171983425794,0.4689555,-2.410171983425794,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
953,2,3,2,0,4,3,5,4,2,5,3,4,1,0,2,1,2,62133.33333,62450.0,57483.33333,85083.33333,66787.4999975,11.23833333,16.667,5942.829602607987,66788.4999975,4.824701689757235,,0.7440178613807014,,0.648712293952467,0.4689555,0.648712293952467,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
954,2,3,2,5,0,3,3,0,5,0,4,2,1,0,3,2,3,733.3333333,450.0,483.3333333,400.0,516.66666665,11.23833333,16.667,45.97360226634246,517.66666665,2.7140502009949135,,-0.22435118485084704,,-1.449092259699024,0.4689555,-1.449092259699024,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
955,2,3,0,2,0,1,3,3,0,5,0,5,1,2,3,0,2,216.6666667,350.0,300.0,283.3333333,287.5,11.23833333,16.667,25.58208513290289,288.5,2.46014581749175,,0.17579195769856204,,-1.6929791647079337,0.4689555,-1.6929791647079337,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
956,2,3,0,1,0,5,4,5,2,1,1,2,0,1,3,1,3,163650.0,168750.0,172416.6667,161333.3333,166537.5,11.23833333,16.667,14818.700879376747,166538.5,5.2215146486814925,,-0.3015518468170608,,1.0454642436723098,0.4689555,1.0454642436723098,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
957,2,3,2,2,0,3,2,4,0,3,4,5,1,0,1,1,0,38366.66667,38516.66667,54033.33333,84166.66667,53770.833335,11.23833333,16.667,4784.591429715139,53771.833335,4.730554843873448,,-0.2722870892745437,,0.5545901027398091,0.4689555,0.5545901027398091,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
958,2,3,4,1,1,1,1,0,1,5,4,2,0,0,0,0,1,116.6666667,150.0,133.3333333,116.6666667,129.166666675,11.23833333,16.667,11.49340056769788,130.166666675,2.1144997835214605,,-0.41720022904542686,,-2.0122334637202277,0.4689555,-2.0122334637202277,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
959,2,3,2,1,5,4,3,0,5,0,0,0,0,3,1,2,3,63400.0,61866.66667,71333.33333,63333.33333,64983.3333325,11.23833333,16.667,5782.292749675898,64984.3333325,4.812808667914552,,0.15080508418429517,,0.6368220998087576,0.4689555,0.6368220998087576,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
960,2,3,2,1,0,2,3,5,3,0,3,0,1,4,2,0,1,7133.333333,8350.0,7683.333333,7716.666667,7720.83333325,11.23833333,16.667,687.0087500109769,7721.83333325,3.8877204236502445,,0.22462965077793529,,-0.28749057832267544,0.4689555,-0.28749057832267544,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
961,2,3,1,4,0,5,3,1,4,0,0,0,3,4,0,2,3,7833.333333,6433.333333,7433.333333,6400.0,7024.99999975,11.23833333,16.667,625.0926888773818,7025.99999975,3.846708145440554,,0.18885987951872574,,-0.3284157756107143,0.4689555,-0.3284157756107143,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
962,2,3,2,4,1,4,5,2,4,2,5,0,0,0,3,1,1,34233.33333,37000.0,34600.0,43183.33333,37254.166665,11.23833333,16.667,3314.9191762761143,37255.166665,4.571186510601083,,-0.17217497856567743,,0.3952778480008156,0.4689555,0.3952778480008156,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
963,2,3,4,2,0,5,4,0,0,1,5,2,0,0,3,1,0,81000.0,81833.33333,82283.33333,94833.33333,84987.4999975,11.23833333,16.667,7562.28681797784,84988.4999975,4.92936016423766,,0.09895161469479419,,0.7533489567722914,0.4689555,0.7533489567722914,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
964,2,3,2,3,0,5,1,5,4,0,5,3,1,1,3,2,3,182250.0,215150.0,209350.0,233783.3333,210133.333325,11.23833333,16.667,18697.908947411514,210134.333325,5.322497016496431,,0.24754845397322356,,1.1464381359574172,0.4689555,1.1464381359574172,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
965,2,3,0,2,0,1,3,3,2,1,3,1,1,2,3,0,2,2416.666667,3566.666667,2000.0,3183.333333,2791.66666675,11.23833333,16.667,248.40575419647212,2792.66666675,3.4460191013184978,,0.08223875774723632,,-0.727642552670777,0.4689555,-0.727642552670777,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
966,2,3,2,2,0,4,5,2,4,1,2,2,0,0,3,2,3,39850.0,49750.0,45550.0,42783.33333,44483.3333325,11.23833333,16.667,3958.178853242823,44484.3333325,4.648207086369136,,-0.14117791510585054,,0.4722687551702597,0.4689555,0.4722687551702597,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
967,2,3,3,0,5,4,0,0,4,2,0,2,5,3,1,2,3,64050.0,69616.66667,66650.0,58700.0,64754.1666675,11.23833333,16.667,5761.901232689278,64755.1666675,4.811274425504898,,0.09137119447883801,,0.635288227852542,0.4689555,0.635288227852542,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
968,2,3,2,3,5,5,0,2,4,4,0,0,0,5,2,3,1,16200.0,16916.66667,17216.66667,17550.0,16970.833335,11.23833333,16.667,1510.0845327035695,16971.833335,4.22972875830285,,0.304831167442293,,0.05403821924932281,0.4689555,0.05403821924932281,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
969,2,3,0,1,0,4,0,0,4,3,0,3,2,3,2,3,2,40750.0,52383.33333,46083.33333,45316.66667,46133.3333325,11.23833333,16.667,4104.997776614266,46134.3333325,4.664024249188933,,-0.3691849626686379,,0.4880804494352402,0.4689555,0.4880804494352402,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
970,2,3,2,5,2,5,5,5,2,0,5,4,4,1,0,1,2,1116.666667,1050.0,1183.333333,1416.666667,1191.6666667499999,11.23833333,16.667,106.03588910901256,1192.6666667499999,3.0765190815420365,,0.6985818524426386,,-1.0939043830330222,0.4689555,-1.0939043830330222,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
971,2,3,2,1,5,3,3,4,5,5,5,0,0,2,0,2,3,38950.0,36916.66667,38700.0,35300.0,37466.6666675,11.23833333,16.667,3333.8276742054954,37467.6666675,4.573656647858082,,-0.14211746639440825,,0.3977469498680745,0.4689555,0.3977469498680745,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
972,2,3,0,5,5,4,0,1,1,4,4,3,5,1,1,2,0,1216.666667,1200.0,1066.666667,1583.333333,1266.6666667499999,11.23833333,16.667,112.70947653498723,1267.6666667499999,3.1030050707204695,,0.7017647717276261,,-1.0677516714348951,0.4689555,-1.0677516714348951,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
973,2,3,3,0,5,5,0,2,4,2,3,1,3,5,0,3,3,25650.0,25700.0,25833.33333,25350.0,25633.3333325,11.23833333,16.667,2280.8838801811903,25634.3333325,4.408822027304744,,0.09055908786438582,,0.2329961160218971,0.4689555,0.2329961160218971,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
974,2,3,0,2,5,3,5,1,1,4,1,3,2,1,2,1,0,41033.33333,37300.0,38783.33333,48850.0,41491.666665,11.23833333,16.667,3691.976865843683,41492.666665,4.617971347113346,,0.14796499041252797,,0.442044040099248,0.4689555,0.442044040099248,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
975,2,3,2,1,1,2,5,0,5,4,4,1,2,5,2,3,1,1450.0,1666.666667,1566.666667,1516.666667,1550.00000025,11.23833333,16.667,137.92080682572174,1551.00000025,3.1906117978836073,,-0.05511609282419894,,-0.9811145633672524,0.4689555,-0.9811145633672524,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
976,2,3,0,1,5,1,4,4,1,3,3,3,0,0,2,1,2,5700.0,6400.0,6600.0,5333.333333,6008.33333325,11.23833333,16.667,534.6285037845554,6009.33333325,3.778826294673255,,-0.09461972405179075,,-0.3961341837874255,0.4689555,-0.3961341837874255,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
977,2,3,4,4,4,2,5,0,2,0,1,4,0,0,2,3,1,33.33333333,16.66666667,66.66666667,50.0,41.666666667499996,11.23833333,16.667,3.7075485700600765,42.666666667499996,1.6300887149366883,,0.2766193366762555,,-2.410171983407182,0.4689555,-2.410171983407182,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
978,2,3,0,1,0,1,0,3,5,0,1,4,2,3,2,3,3,1400.0,1466.666667,1500.0,1783.333333,1537.5,11.23833333,16.667,136.80854223248068,1538.5,3.1870975005834774,,0.36823165152475923,,-0.9845935758123401,0.4689555,-0.9845935758123401,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
979,2,3,0,0,0,3,4,1,3,1,5,2,1,2,3,2,3,88916.66667,118466.6667,84733.33333,108016.6667,100033.33335,11.23833333,16.667,8901.08260830523,100034.33335,5.0001490822535,,0.2731428785964978,,0.8241258354358201,0.4689555,0.8241258354358201,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
980,2,3,0,2,4,5,2,2,5,0,0,2,3,3,3,1,3,69783.33333,75000.0,65266.66667,72100.0,70537.5,11.23833333,16.667,6276.508974129174,70538.5,4.848426220164909,,0.025795948519545142,,0.6724314096606746,0.4689555,0.6724314096606746,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
981,2,3,1,1,4,3,5,3,3,4,3,1,1,0,2,1,0,62850.0,61100.0,65216.66667,65500.0,63666.6666675,11.23833333,16.667,5665.134215012646,63667.6666675,4.803918933859476,,0.150710725434557,,0.627934530527965,0.4689555,0.627934530527965,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
982,2,3,0,2,5,4,4,0,1,5,2,2,5,1,0,2,3,5066.666667,5716.666667,4366.666667,4416.666667,4891.666667,11.23833333,16.667,435.26620214600814,4892.666667,3.6895456286735357,,-0.54259492986793,,-0.4851571807930287,0.4689555,-0.4851571807930287,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
983,2,3,3,4,0,5,3,1,5,3,5,3,0,5,2,2,3,40433.33333,38033.33333,39016.66667,45966.66667,40862.5,11.23833333,16.667,3635.9928825851975,40863.5,4.611335561650044,,0.43945051745409724,,0.43541077848708837,0.4689555,0.43541077848708837,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
984,2,3,5,1,3,5,0,0,5,0,5,0,5,0,3,3,2,10033.33333,12666.66667,11400.0,11000.0,11275.0,11.23833333,16.667,1003.2626430381915,11276.0,4.052155067199565,,1.0281888912419324,,-0.12333319707238045,0.4689555,-0.12333319707238045,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
985,2,3,2,0,2,2,4,1,5,2,3,0,5,0,3,2,0,100.0,150.0,16.66666667,33.33333333,75.0,11.23833333,16.667,6.673587425974667,76.0,1.8808135922807914,,-0.9419924002988074,,-2.213878240695291,0.4689555,-2.213878240695291,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
986,2,3,1,1,0,3,3,4,3,0,5,0,1,3,3,2,2,17800.0,17683.33333,16966.66667,18950.0,17850.0,11.23833333,16.667,1588.3138073819707,17851.0,4.251662549989795,,-0.19935206095688063,,0.07595228401993533,0.4689555,0.07595228401993533,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
987,2,3,5,3,0,3,2,3,4,2,0,4,3,0,3,2,3,750.0,633.3333333,600.0,933.3333333,729.16666665,11.23833333,16.667,64.88209997327068,730.16666665,2.8634220027846187,,0.6290525135203717,,-1.30344927569905,0.4689555,-1.30344927569905,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
988,2,3,0,1,5,3,3,3,3,1,3,2,1,4,3,2,3,12050.0,12583.33333,11416.66667,16283.33333,13083.3333325,11.23833333,16.667,1164.1702509014297,13084.3333325,4.116751599548128,,-0.7476616568485879,,-0.05881995237679381,0.4689555,-0.05881995237679381,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
