,exp #,gen #,CHIR99021,SP600125,Dexameth,rhGM-CSF,rhSCF,rhIGF-1,AA,Y27632,ALB,FN,GL,CH,ITS,bME,PY,rep ct #1,rep ct #2,rep ct #3,rep ct #4,mean (rep ct),PC fold chg,count threshold,normalized cell count,Col26 (mean+1),Col27 (log Col26),Residual Col27 Exp#1,Residual Col27 Exp#2,Residual Col27 Exp#3,Col32 (log foldchg w/ +threshold),Col33 (std dev),Col34 (Col32+noise),Penicillin (units/mL),Streptomycin (µg/mL),CHIR99021 (µM),SP600125 (µM),Dexamethasone (nM),Recombinant Human GM-CSF (rhGM-CSF) (ng/mL),Recombinant Human SCF (rhSCF) (ng/mL),Recombinant Human IGF-1 (rhIGF-1) (ng/mL),Ascorbic Acid (AA) (µM),Y27632 (µM),Albumin (ALB) (mg/mL),Fibronectin (FN) (µg/mL),GlutaMAX Supplement (GL) (mM),Cholesterol Concentrate (CH) (µg/mL),ITS Supplement,Sodium Pyruvate (PY) (mM),β-mercaptoethanol (bME) (µM),CHIR Component A (µM),CHIR Component B (µM),SP600125 Active (µM),SP600125 Inactive (µM),Dex Active (nM),Dex Inactive (nM),IGF-1 Active (ng/mL),IGF-1 Inactive (ng/mL),Insulin (µg/mL),Transferrin (µg/mL),Selenium (ng/mL),bME Active (µM),bME Inactive (µM)
708,1,8,1,1,3,2,0,0,0,3,3,1,3,0,1,1,3,12633.33333,13683.33333,11233.33333,12483.33333,12508.33333,11.22444444,50.0,1114.3832905818188,12509.33333,4.097234165103714,-0.43431064392785057,,,-0.07715925290394819,0.4980266,-0.07715925290394819,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
709,1,8,2,1,3,2,1,0,0,4,3,2,3,0,1,0,3,10350.0,11633.33333,9800.0,10183.33333,10491.666665,11.22444444,50.0,934.7158980636374,10492.666665,4.020885876250453,-0.47892152574767444,,,-0.15318197966013247,0.4980266,-0.15318197966013247,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
710,1,8,1,1,3,2,0,0,0,2,4,2,3,0,1,1,3,12050.0,14100.0,11316.66667,11800.0,12316.6666675,11.22444444,50.0,1097.3074643772748,12317.6666675,4.090528447324934,-0.3874915284445679,,,-0.08383860413103268,0.4980266,-0.08383860413103268,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
711,1,8,1,0,3,3,0,0,0,3,3,1,3,0,1,0,3,109783.3333,106016.6667,83983.33333,98966.66667,99687.5,11.22444444,50.0,8881.285887500015,99688.5,4.99864506127449,0.1005838799817651,,,0.8227672190254592,0.4980266,0.8227672190254592,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
712,1,8,1,1,3,3,0,0,0,2,3,1,2,1,1,1,3,92933.33333,85666.66667,94116.66667,87016.66667,89933.333335,11.22444444,50.0,8012.274800390924,89934.333335,4.953925519668757,-0.1980563053890716,,,0.7780708180399616,0.4980266,0.7780708180399616,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
713,1,8,1,0,0,3,3,0,5,3,3,2,3,1,2,1,3,83683.33333,105850.0,102650.0,90066.66667,95562.5,11.22444444,50.0,8513.784402500014,95563.5,4.980292047344593,-0.16926894421762118,,,0.8044234148746676,0.4980266,0.8044234148746676,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
714,1,8,1,1,3,3,0,0,0,3,3,1,3,0,1,1,3,71600.0,90766.66667,57800.0,100800.0,80241.6666675,11.22444444,50.0,7148.831917377285,80242.6666675,4.904405352960224,-0.10749603896297444,,,0.7285792138926732,0.4980266,0.7285792138926732,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
715,1,8,1,2,1,3,0,0,0,3,3,1,3,0,3,0,3,20450.0,22133.33333,22800.0,24366.66667,22437.5,11.22444444,50.0,1998.985350227276,22438.5,4.350993821234008,-0.3009306077063849,,,0.17584991729792657,0.4980266,0.17584991729792657,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
716,1,8,1,0,3,3,0,0,0,3,3,1,3,0,1,0,3,104266.6667,101583.3333,72066.66667,111483.3333,97349.9999925,11.22444444,50.0,8673.03504533183,97350.9999925,4.988340416965389,0.09027923567266427,,,0.8124676977894927,0.4980266,0.8124676977894927,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
717,1,8,1,1,3,3,0,0,0,3,3,2,3,0,2,1,3,102850.0,95716.66667,66033.33333,93616.66667,89554.1666675,11.22444444,50.0,7978.494360786377,89555.1666675,4.95209064647156,-0.191740386632965,,,0.7762369461268624,0.4980266,0.7762369461268624,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
718,1,8,0,1,3,5,0,0,0,3,2,0,4,0,1,1,3,76333.33333,115100.0,68216.66667,74466.66667,83529.1666675,11.22444444,50.0,7441.71946451365,83530.1666675,4.921843347953247,-0.34207496390855496,,,0.7460067776070279,0.4980266,0.7460067776070279,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
719,1,8,2,0,2,3,0,0,0,3,3,1,3,0,1,0,3,88350.0,88116.66667,65900.0,93266.66667,83908.333335,11.22444444,50.0,7475.499904118195,83909.333335,4.923810270607565,0.1328372607309074,,,0.7479725497184623,0.4980266,0.7479725497184623,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
720,2,1,4,4,2,5,5,5,5,5,3,3,2,3,1,2,0,16.66666667,16.66666667,0.0,83.33333333,29.166666667500003,6.177222222,16.667,4.721647630487333,30.166666667500003,1.479527324497538,,0.09452095135295235,,-2.5149066571073284,0.4689555,-2.5149066571073284,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
721,2,1,3,4,3,3,3,3,3,4,2,0,1,4,2,1,1,50.0,0.0,0.0,0.0,12.5,6.177222222,16.667,2.023563270151041,13.5,1.130333768495006,,-1.031790358070113,,-2.7111994974158846,0.4689555,-2.7111994974158846,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
722,2,1,3,5,4,5,5,5,0,1,5,2,5,4,0,0,2,16.66666667,0.0,0.0,0.0,4.1666666675,6.177222222,16.667,0.6745210901852513,5.1666666675,0.7132104435206765,,-0.6858207578251296,,-2.8573255477577755,0.4689555,-2.8573255477577755,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
723,2,1,5,5,2,3,3,3,4,5,3,1,0,5,1,3,0,0.0,0.0,0.0,0.0,0.0,6.177222222,16.667,0.0,1.0,0.0,,0.09144956290603495,,-2.9542338236365446,0.4689555,-1.5781969554006117,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
724,2,1,2,4,3,0,4,2,4,1,3,2,2,1,1,2,2,0.0,16.66666667,16.66666667,0.0,8.333333335,6.177222222,16.667,1.3490421803705026,9.333333335,0.9700367767001093,,-0.7343101985796855,,-2.7781454598002027,0.4689555,-2.7781454598002027,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
725,2,1,2,4,5,1,2,5,2,5,1,5,1,5,3,2,2,66.66666667,66.66666667,83.33333333,300.0,129.1666666675,6.177222222,16.667,20.910153791695663,130.1666666675,2.114499783496437,,0.13723118619982433,,-2.0122334637425627,0.4689555,-2.0122334637425627,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
726,2,1,0,0,2,3,0,2,5,5,4,4,4,0,3,2,1,9083.333333,8050.0,13116.66667,12083.33333,10583.33333325,6.177222222,16.667,1713.283568714391,10584.33333325,4.024663508665418,,0.017292197821022093,,-0.15078538013726633,0.4689555,-0.15078538013726633,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
727,2,1,2,1,5,1,5,1,2,4,1,4,3,3,2,3,1,133.3333333,183.3333333,166.6666667,233.3333333,179.16666665,6.177222222,16.667,29.004406869466838,180.16666665,2.2556744435294913,,-0.6778299644709525,,-1.88420390364451,0.4689555,-1.88420390364451,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
728,2,1,3,2,4,0,5,4,2,3,3,4,4,5,2,1,2,33.33333333,100.0,50.0,66.66666667,62.5,6.177222222,16.667,10.117816350755206,63.5,1.8027737252919758,,0.23501231549089496,,-2.277547071209963,0.4689555,-2.277547071209963,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
729,2,1,3,5,4,2,3,2,4,0,5,5,0,5,1,3,1,0.0,0.0,0.0,0.0,0.0,6.177222222,16.667,0.0,1.0,0.0,,-0.7076322917026294,,-2.9542338236365446,0.4689555,-1.0309871135489437,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
730,2,1,1,2,0,1,3,3,5,1,0,1,2,2,1,0,2,483.3333333,600.0,600.0,550.0,558.333333325,6.177222222,16.667,90.38582606539745,559.333333325,2.7476707017665487,,-0.2227066788180343,,-1.4164231626075008,0.4689555,-1.4164231626075008,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
731,2,1,2,1,0,5,4,5,3,0,3,2,1,2,3,2,3,109216.6667,97866.66667,127300.0,139666.6667,118512.5000175,6.177222222,16.667,19185.403367135008,118513.5000175,5.073767824178725,,0.19086153745044232,,0.8977339732828742,0.4689555,0.8977339732828742,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
732,2,1,1,3,3,3,2,3,0,4,4,5,1,2,1,2,3,10383.33333,11083.33333,20116.66667,10116.66667,12924.999999999998,6.177222222,16.667,2092.3644213361763,12925.999999999998,4.111464151586654,,0.5896153879242787,,-0.06410103818879848,0.4689555,-0.06410103818879848,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
733,2,1,4,5,4,0,1,3,2,0,4,2,4,1,1,3,3,16.66666667,0.0,16.66666667,0.0,8.333333335,6.177222222,16.667,1.3490421803705026,9.333333335,0.9700367767001093,,0.738204899237343,,-2.7781454598002027,0.4689555,-2.7781454598002027,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
734,2,1,5,1,4,2,5,3,2,1,3,4,2,4,2,0,3,0.0,0.0,16.66666667,0.0,4.1666666675,6.177222222,16.667,0.6745210901852513,5.1666666675,0.7132104435206765,,-0.40250731786526606,,-2.8573255477577755,0.4689555,-2.8573255477577755,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
735,2,1,2,5,4,1,5,1,1,3,1,1,4,4,3,2,2,0.0,0.0,0.0,0.0,0.0,6.177222222,16.667,0.0,1.0,0.0,,-0.3801618229650638,,-2.9542338236365446,0.4689555,-2.2831378924257737,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
736,2,1,2,0,3,5,0,1,4,0,2,2,1,4,0,2,3,15233.33333,15866.66667,23800.0,22533.33333,19358.3333325,6.177222222,16.667,3133.824984239008,19359.3333325,4.286890397652042,,-0.3279250684351869,,0.11115045957572026,0.4689555,0.11115045957572026,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
737,2,1,0,4,1,2,4,1,5,4,5,2,5,1,1,1,3,500.0,600.0,716.6666667,650.0,616.666666675,6.177222222,16.667,99.8291213288004,617.666666675,2.7907541646050946,,-0.17395779319153615,,-1.3744586842408173,0.4689555,-1.3744586842408173,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
738,2,1,4,2,0,4,4,2,4,4,4,2,1,3,0,1,1,2633.333333,4500.0,5383.333333,3800.0,4079.1666665000002,6.177222222,16.667,660.3561471323089,4080.1666665000002,3.6106779034974563,,0.032567077662641886,,-0.5637489476084117,0.4689555,-0.5637489476084117,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
739,2,1,5,3,3,1,4,4,1,4,2,5,2,1,0,2,0,0.0,0.0,0.0,16.66666667,4.1666666675,6.177222222,16.667,0.6745210901852513,5.1666666675,0.7132104435206765,,0.33978313606219257,,-2.8573255477577755,0.4689555,-2.8573255477577755,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
740,2,1,5,5,0,5,4,3,0,0,0,4,1,1,0,2,1,0.0,0.0,0.0,16.66666667,4.1666666675,6.177222222,16.667,0.6745210901852513,5.1666666675,0.7132104435206765,,0.01354436314855556,,-2.8573255477577755,0.4689555,-2.8573255477577755,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
741,2,1,2,4,0,3,0,2,5,1,2,4,1,3,1,3,3,166.6666667,150.0,366.6666667,183.3333333,216.666666675,6.177222222,16.667,35.07509668396708,217.666666675,2.3377919265720384,,-0.6986393348531528,,-1.8081138533253311,0.4689555,-1.8081138533253311,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
742,2,1,2,5,1,4,3,0,5,2,0,1,5,3,0,0,3,0.0,0.0,0.0,0.0,0.0,6.177222222,16.667,0.0,1.0,0.0,,-0.9334848827845432,,-2.9542338236365446,0.4689555,-1.9542973168383782,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
743,2,1,0,3,5,5,4,2,4,4,2,1,4,0,1,0,0,150.0,216.6666667,283.3333333,216.6666667,216.666666675,6.177222222,16.667,35.07509668396708,217.666666675,2.3377919265720384,,-1.4991122857504293,,-1.8081138533253311,0.4689555,-1.8081138533253311,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
744,2,1,1,3,3,4,0,0,4,3,0,4,4,3,2,3,2,3416.666667,3466.666667,9200.0,6233.333333,5579.166666749999,6.177222222,16.667,903.1837395909049,5580.166666749999,3.746647170509063,,-0.255060304139092,,-0.42822646222199456,0.4689555,-0.42822646222199456,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
745,2,1,2,1,1,5,5,4,5,4,1,3,1,2,2,1,2,15916.66667,13850.0,30000.0,17550.0,19329.1666675,6.177222222,16.667,3129.1033368784642,19330.1666675,4.286235598594694,,-0.35200448224640546,,0.11049619040059207,0.4689555,0.11049619040059207,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
746,2,1,5,2,5,3,1,3,2,1,1,0,2,4,1,3,2,33.33333333,0.0,0.0,0.0,8.3333333325,6.177222222,16.667,1.34904217996579,9.3333333325,0.9700367765837805,,-0.547589745601933,,-2.7781454598436315,0.4689555,-2.7781454598436315,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
747,2,1,0,3,5,4,2,4,1,4,5,3,2,1,1,1,0,24450.0,24283.33333,37000.0,25616.66667,27837.5,6.177222222,16.667,4506.475402626368,27838.5,4.444645830820956,,-0.4656414513593372,,0.2687989160279573,0.4689555,0.2687989160279573,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
748,2,1,5,2,5,5,1,0,3,2,3,1,3,0,2,2,3,0.0,33.33333333,16.66666667,0.0,12.5,6.177222222,16.667,2.023563270151041,13.5,1.130333768495006,,-1.1323135694830682,,-2.7111994974158846,0.4689555,-2.7111994974158846,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
749,2,1,0,1,1,3,1,2,1,4,1,3,2,1,2,1,3,28566.66667,36316.66667,52900.0,26416.66667,36050.0000025,6.177222222,16.667,5835.956471520314,36051.0000025,4.5569173159221394,,-0.10300498129472846,,0.3810147510391227,0.4689555,0.3810147510391227,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
750,2,1,2,1,1,2,2,0,5,2,4,1,2,5,2,1,1,866.6666667,983.3333333,1266.666667,800.0,979.16666675,6.177222222,16.667,158.51245617532197,980.16666675,2.9912999290553177,,-0.3813029000218471,,-1.1779044544122934,0.4689555,-1.1779044544122934,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
751,2,1,3,1,5,1,4,4,1,3,3,3,3,2,2,2,2,1316.666667,1400.0,1450.0,1683.333333,1462.5,6.177222222,16.667,236.7569026076718,1463.5,3.1653927267698108,,0.012707858665611305,,-1.0060740498430252,0.4689555,-1.0060740498430252,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
752,2,1,1,0,0,2,1,1,2,5,3,4,2,1,3,2,2,2000.0,2333.333333,2633.333333,1983.333333,2237.4999997500004,6.177222222,16.667,362.21782531656515,2238.4999997500004,3.349957098670961,,-0.37563836166567954,,-0.8231051714878928,0.4689555,-0.8231051714878928,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
753,2,1,4,1,0,2,0,0,3,2,1,4,4,0,2,3,1,116.6666667,266.6666667,250.0,133.3333333,191.666666675,6.177222222,16.667,31.027970143665,192.666666675,2.284806583719651,,-0.052240108625517756,,-1.8573318015432816,0.4689555,-1.8573318015432816,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
754,2,1,3,3,1,0,4,3,2,5,4,3,3,1,2,1,2,33.33333333,16.66666667,50.0,0.0,25.0,6.177222222,16.667,4.047126540302082,26.0,1.414973347970818,,-0.6812307173958649,,-2.5562990264253296,0.4689555,-2.5562990264253296,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
755,2,1,5,2,5,3,1,3,3,0,2,1,4,0,1,2,3,0.0,0.0,0.0,0.0,0.0,6.177222222,16.667,0.0,1.0,0.0,,-1.4790737572737223,,-2.9542338236365446,0.4689555,-2.4517776951989734,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
756,2,1,1,2,4,4,0,1,3,4,0,1,5,4,3,1,0,1750.0,2316.666667,2900.0,3300.0,2566.66666675,6.177222222,16.667,415.50499148450416,2567.66666675,3.4095386431556354,,-0.07260017909816652,,-0.7639107552170299,0.4689555,-0.7639107552170299,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
757,2,1,1,3,1,5,1,1,4,0,4,2,5,1,3,0,3,27750.0,29216.66667,38216.66667,41866.66667,34262.5000025,6.177222222,16.667,5546.586923888715,34263.5000025,4.534831723899032,,-0.6784031669002744,,0.3589390007936944,0.4689555,0.3589390007936944,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
758,2,1,4,4,4,5,2,1,0,0,4,5,1,3,3,2,1,583.3333333,350.0,950.0,216.6666667,525.0,6.177222222,16.667,84.98965734634372,526.0,2.7209857441537393,,0.4555665983039807,,-1.44235888120239,0.4689555,-1.44235888120239,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
759,2,1,1,2,3,2,2,1,4,4,5,1,4,4,1,1,2,1900.0,1900.0,1916.666667,2216.666667,1983.3333334999998,6.177222222,16.667,321.072038890946,1984.3333334999998,3.2976146278685676,,-0.8831808967226675,,-0.8750611909731013,0.4689555,-0.8750611909731013,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
760,2,1,2,1,5,1,4,4,1,5,2,1,5,5,1,2,0,50.0,16.66666667,66.66666667,50.0,45.833333335,6.177222222,16.667,7.4197319908236254,46.833333335,1.6705550695368916,,-0.166471258492362,,-2.3802089254689647,0.4689555,-2.3802089254689647,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
761,2,1,5,4,2,2,0,1,5,1,1,2,3,2,3,2,2,0.0,33.33333333,0.0,16.66666667,12.5,6.177222222,16.667,2.023563270151041,13.5,1.130333768495006,,0.138902137265545,,-2.7111994974158846,0.4689555,-2.7111994974158846,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
762,2,1,2,3,1,3,3,2,1,0,1,4,5,4,1,2,0,483.3333333,416.6666667,716.6666667,416.6666667,508.33333335,6.177222222,16.667,82.29157298884041,509.33333335,2.7070020995342197,,-0.41861257207904456,,-1.4559316798934965,0.4689555,-1.4559316798934965,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
763,2,1,1,4,2,1,1,0,1,4,3,2,1,2,2,3,0,66.66666667,0.0,16.66666667,16.66666667,25.0000000025,6.177222222,16.667,4.0471265407067945,26.0000000025,1.414973348012577,,0.09851401380515101,,-2.5562990263992718,0.4689555,-2.5562990263992718,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
764,2,1,4,2,3,4,0,4,2,3,4,5,2,5,3,2,3,8450.0,7316.666667,14250.0,7166.666667,9295.8333335,6.177222222,16.667,1504.8565519293052,9296.8333335,3.96833504533024,,-0.17255037654002026,,-0.20702495774634333,0.4689555,-0.20702495774634333,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
765,2,1,2,5,3,5,5,5,5,5,3,0,5,5,0,0,2,0.0,16.66666667,16.66666667,0.0,8.333333335,6.177222222,16.667,1.3490421803705026,9.333333335,0.9700367767001093,,0.30190152634673384,,-2.7781454598002027,0.4689555,-2.7781454598002027,100,100,3,10,100,2,50,10,50,10,1,10,2,5,1,1,50,1.2000000000000002,1.7999999999999998,7.0,3.0,90.0,10.0,8.0,2.0,1.0,0.5,5,42.5,7.5
