,exp#,gen #,bME,LS1000,PY,ITS,ALB,MEMAA,ARG,GLU,CB6,IL-2,IL-12,IL-18,IL-21,VS,Cell count,FoldChg,PosCont FC,PC-norm FC,log foldchg,Penicillin (units/mL),Streptomycin (µg/mL),Human Serum Albumin (HSA) (mg/mL),CD3/CD28/CD2 Activator,Sodium Pyruvate (PY) (mM),Insulin (µg/mL),Transferrin (µg/mL),Selenium (ng/mL),MEM Non-Essential Amino Acids (MEMAA) (mM),L-Arginine (ARG) (mM),SG-200 Solution (GLU) (mM),IL-2 (IU/mL),IL-12 (ng/mL),IL-18 (ng/mL),IL-21 (ng/mL),MEM Vitamin Solution (VS),PY Component 1 (mM),PY Component 2 (mM),HSA Fraction 1 (mg/mL),HSA Fraction 2 (mg/mL),Vitamin A (fraction),Vitamin B (fraction)
428,1,2,5,5,2,2,1,0,1,5,3,5,3,0,4,3,321.6666667,0.006433333334,3.044733333,0.00211293818879737,-2.675113207470576,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
429,1,2,1,3,0,3,3,2,5,3,1,5,2,0,4,2,8950.0,0.179,3.044733333,0.05879004182728537,-1.2306962308237985,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
430,1,2,5,3,3,3,1,1,3,0,3,4,0,2,1,2,126.6666667,0.002533333334,3.044733333,0.0008320378361358452,-3.0798569241282747,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
431,1,2,0,3,4,3,2,1,4,0,2,3,3,3,0,3,455.0,0.0091,3.044733333,0.0029887674895435583,-2.524507869482598,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
432,1,2,3,3,2,3,1,1,5,0,3,3,3,4,0,3,1163.333333,0.02326666666,3.044733333,0.007641610648731319,-2.116815094024633,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
433,1,2,0,3,0,3,2,1,5,0,2,3,3,0,4,3,15410.0,0.3082,3.044733333,0.10122397145904664,-0.9947166274212913,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
434,1,2,2,3,3,3,2,1,3,0,2,3,3,3,0,3,4790.0,0.0958,3.044733333,0.031464167637172843,-1.5021837527251474,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
435,1,2,0,3,3,2,3,1,5,0,1,3,0,0,4,0,15231.66667,0.3046333334,3.044733333,0.1000525497909015,-0.9997718391016515,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
436,1,2,2,3,3,3,1,1,3,0,1,3,3,3,0,3,15750.0,0.315,3.044733333,0.10345733617650778,-0.9852387080140912,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
437,1,2,0,3,4,3,1,1,1,2,0,5,4,3,3,3,17958.33333,0.3591666666,3.044733333,0.11796325895184727,-0.9282532377711964,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
438,1,2,2,3,2,2,2,1,3,0,1,3,4,3,0,3,5216.666667,0.10433333334000001,3.044733333,0.03426682140245089,-1.4651261789491552,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
439,1,2,2,3,2,3,1,2,3,0,2,3,3,3,0,2,14200.0,0.284,3.044733333,0.09327582055278796,-1.030230921756654,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
440,1,2,2,3,5,3,0,3,0,0,2,2,4,3,0,3,17238.33333,0.34476666660000005,3.044733333,0.1132337807266355,-0.9460239919233008,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
441,1,2,2,3,3,2,1,2,3,0,2,3,3,2,0,3,15288.33333,0.3057666666,3.044733333,0.10042477720002023,-0.998159123110447,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
442,1,2,1,3,3,3,1,1,3,0,2,3,3,3,0,3,13498.33333,0.2699666666,3.044733333,0.08866676883456316,-1.0522391176645942,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
443,1,2,2,4,3,3,1,1,5,4,3,3,0,3,1,2,19313.33333,0.38626666660000003,3.044733333,0.12686387422290557,-0.8966620300665858,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
444,1,2,2,5,2,3,0,0,4,0,1,5,4,1,0,2,5960.0,0.1192,3.044733333,0.03914956975314199,-1.407273006399474,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
445,1,2,1,5,3,3,1,1,5,0,2,3,3,3,4,3,10573.33333,0.2114666666,3.044733333,0.06945326354464028,-1.1583073423507217,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
446,1,2,0,1,5,2,1,1,3,2,3,1,4,1,2,3,11391.66667,0.2278333334,3.044733333,0.07482866592310533,-1.1259319974924336,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
447,1,2,2,3,2,1,1,3,1,1,2,3,0,0,1,3,12503.33333,0.2500666666,3.044733333,0.08213089267611076,-1.0854934568244312,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
448,1,2,2,3,0,2,2,3,3,0,2,3,3,3,4,3,5031.666667,0.10063333334,3.044733333,0.033051608247361745,-1.4808074034714855,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
449,1,2,2,3,1,1,1,1,5,0,2,5,3,1,4,3,7450.0,0.149,3.044733333,0.048936962191427485,-1.3103629933914178,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
450,1,2,2,5,4,3,1,0,5,0,1,5,3,4,0,3,2590.0,0.0518,3.044733333,0.017012984171247945,-1.7692195020584587,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
451,1,2,2,3,1,2,1,2,3,0,1,3,3,3,0,3,7761.666667,0.15523333334,3.044733333,0.05098421318462309,-1.2925642785719715,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
452,1,2,5,3,5,0,1,3,3,2,3,2,0,0,4,3,125.0,0.0025,3.044733333,0.0008210899696548237,-3.085609253131654,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
453,1,2,5,4,1,0,0,0,2,4,3,5,4,2,4,2,193.3333333,0.003866666666,3.044733333,0.0012699524861805032,-2.896212527371314,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
454,1,2,2,3,1,2,1,1,3,0,2,3,3,3,0,3,5315.0,0.1063,3.044733333,0.034912745509723106,-1.4570159972803949,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
455,1,2,2,3,2,3,0,2,3,0,2,3,3,2,0,3,8013.333333,0.16026666666,3.044733333,0.052637340985815656,-1.2787060575467366,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
456,1,2,2,3,2,3,1,1,3,1,2,3,3,3,0,3,6800.0,0.136,3.044733333,0.04466729434922241,-1.3500103534334742,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
457,1,2,0,3,2,2,2,2,3,0,0,0,0,0,0,0,14953.33333,0.2990666666,3.044733333,0.0982242560813453,-1.007781251709235,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
458,1,2,0,1,5,2,1,2,3,1,2,1,3,0,2,3,10811.66667,0.2162333334,3.044733333,0.07101880846390694,-1.1486266184592306,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
459,1,2,0,1,4,2,1,1,3,0,0,3,4,3,0,3,14855.0,0.2971,3.044733333,0.09757833199377923,-1.0106466100000278,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
460,1,2,2,5,1,1,0,1,5,4,2,5,3,3,1,3,2548.333333,0.05096666666,3.044733333,0.016739287512506765,-1.7762630311678418,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
461,1,2,5,4,5,2,0,3,5,5,1,2,0,1,4,2,1123.333333,0.022466666660000002,3.044733333,0.007378861858441776,-2.132010620116905,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
462,1,2,2,3,2,2,2,1,3,0,2,2,3,3,0,3,2963.333333,0.05926666666,3.044733333,0.01946530621176078,-1.7107387599380113,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
463,1,2,2,5,5,2,0,0,3,0,2,3,2,1,0,3,9233.333333,0.18466666666,3.044733333,0.060651179089646734,-1.217160751810603,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
464,1,2,2,3,2,3,1,1,3,1,2,3,3,3,0,3,6520.0,0.1304,3.044733333,0.042828052817195594,-1.3682716704077904,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
465,1,2,2,5,3,2,0,3,3,1,2,3,3,0,0,0,6848.333333,0.13696666665999999,3.044733333,0.044984782468632696,-1.3469343752826215,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
466,1,2,0,3,2,3,2,1,3,0,2,1,3,0,0,0,14045.0,0.2809,3.044733333,0.09225766899041597,-1.0349975226021138,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
467,1,2,2,3,2,3,1,1,3,0,2,1,3,3,0,3,25243.33333,0.5048666666,3.044733333,0.16581638238333038,-0.7803725640921079,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
468,1,2,2,4,2,3,0,1,2,0,1,3,3,3,0,2,14336.66667,0.2867333334,3.044733333,0.09417354560817298,-1.0260710782043059,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
469,1,2,2,2,2,2,1,1,3,0,2,3,3,3,0,2,26970.0,0.5394,3.044733333,0.17715837185272473,-0.7516383196868194,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
470,1,2,5,3,0,1,1,3,1,4,3,5,3,3,4,3,170.0,0.0034,3.044733333,0.0011166823587305601,-2.9520703447614367,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
471,1,2,2,4,3,2,1,1,5,1,3,3,3,3,0,3,20438.33333,0.40876666660000005,3.044733333,0.13425368394979897,-0.8720737883314381,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
472,1,2,2,3,2,3,1,2,3,0,2,3,3,3,0,3,3081.666667,0.06163333334,3.044733333,0.02024260472074649,-1.693733605317205,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
473,1,2,2,3,1,2,1,1,3,0,2,3,3,3,0,3,2435.0,0.0487,3.044733333,0.015994832608875964,-1.7960203005890574,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
474,1,2,2,3,2,2,1,1,3,0,2,3,3,3,0,2,2390.0,0.0478,3.044733333,0.01569924021980023,-1.8041213651915728,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
475,1,2,2,3,2,3,1,1,3,0,2,3,3,3,0,2,4796.666667,0.09593333334000001,3.044733333,0.03150795910441068,-1.5015797268925875,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
476,1,2,3,3,2,2,1,1,3,0,2,3,3,3,0,3,3471.666667,0.06943333334,3.044733333,0.02280440542606954,-1.6419812465339094,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
477,1,2,3,3,2,3,1,1,3,0,2,3,3,3,0,3,2773.333333,0.055466666660000004,3.044733333,0.01821724945788545,-1.7395171946208479,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
478,1,2,2,3,2,2,0,1,3,0,2,3,3,3,0,3,12311.66667,0.2462333334,3.044733333,0.08087188809976482,-1.092202417384784,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
479,1,2,5,3,1,2,3,2,2,5,0,0,3,3,0,0,15011.66667,0.3002333334,3.044733333,0.09860743144430903,-1.0060903536831618,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
480,1,2,3,5,0,3,3,3,2,4,3,2,0,4,2,1,8556.666667,0.17113333334,3.044733333,0.05620634539162777,-1.2502146521710111,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
481,1,2,2,3,2,3,1,1,3,0,2,2,3,3,0,3,4031.666667,0.08063333334,3.044733333,0.026482888490123153,-1.5770346481255675,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
482,1,2,2,3,3,3,1,1,3,0,2,3,3,2,0,3,5770.0,0.1154,3.044733333,0.03790151299926666,-1.421343452983979,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
483,1,2,2,3,2,1,1,1,3,0,2,3,3,3,0,3,4485.0,0.0897,3.044733333,0.029460708111215074,-1.5307568187595997,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
484,1,2,2,3,2,3,0,1,3,0,2,3,3,3,0,3,13605.0,0.2721,3.044733333,0.08936743229723101,-1.048820720023934,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
485,1,2,2,3,3,3,1,2,3,0,2,3,3,3,0,3,3113.333333,0.06226666666,3.044733333,0.020450614175346566,-1.689293644675778,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
486,1,2,2,3,3,3,1,1,3,0,2,3,2,3,0,3,4418.333333,0.08836666666,3.044733333,0.029022793458542924,-1.5372607888230254,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
487,1,2,4,5,1,2,1,0,4,5,2,5,3,0,4,3,1616.666667,0.03233333334,3.044733333,0.010619430276391959,-1.973898782167564,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
488,1,2,1,3,4,0,1,2,5,4,1,5,2,0,4,2,34103.33333,0.6820666666,3.044733333,0.2240152394324643,-0.6497224362359205,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
489,1,2,5,4,1,0,2,1,5,4,3,4,0,2,1,2,1780.0,0.0356,3.044733333,0.011692321167884689,-1.9320992638308165,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
490,1,2,2,3,2,3,2,1,3,0,2,3,3,3,0,3,3916.666667,0.07833333334,3.044733333,0.025727485718040715,-1.5896026542146566,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
491,1,2,1,3,2,3,1,1,3,0,2,3,3,3,0,3,5820.0,0.1164,3.044733333,0.03822994898712859,-1.417596281489822,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
492,1,2,2,3,3,3,1,1,3,0,2,3,3,3,0,3,5716.666667,0.11433333334000001,3.044733333,0.03755118128107018,-1.4253763964552604,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
493,1,2,2,3,3,3,2,1,3,0,2,3,3,3,0,3,5476.666667,0.10953333334000001,3.044733333,0.035974688539332916,-1.444002957397878,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
494,1,2,2,3,3,2,1,1,3,0,2,3,3,3,0,3,4381.666667,0.08763333334000001,3.044733333,0.02878194040515666,-1.5408799303839527,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
495,1,2,2,3,3,3,1,1,3,0,1,3,3,3,0,3,4203.333333,0.08406666666,3.044733333,0.02761051871073663,-1.5589254343207317,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
496,1,2,1,3,3,2,1,1,1,2,0,5,4,0,3,3,29183.33333,0.5836666666,3.044733333,0.19169713822685042,-0.7173843704895133,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
497,1,2,2,3,2,2,2,1,3,0,2,3,3,3,0,3,7643.333333,0.15286666665999998,3.044733333,0.05020691467563737,-1.2992364661483742,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
498,1,2,2,3,2,2,1,0,3,0,2,3,3,3,0,3,8146.666667,0.16293333334000001,3.044733333,0.05351317029115995,-1.2715393192710864,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
499,1,2,2,3,3,3,1,0,3,0,2,3,3,3,0,3,5408.333333,0.10816666666,3.044733333,0.035525826018209125,-1.4494558154137331,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
500,1,2,2,3,2,2,1,1,3,0,2,3,3,2,0,3,8191.666667,0.16383333334,3.044733333,0.05380876268023568,-1.2691469943375275,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
501,1,2,1,3,3,3,1,1,3,0,2,3,3,3,0,3,6300.0,0.126,3.044733333,0.041382934470603115,-1.3831787166861287,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
502,1,2,2,3,3,3,1,1,3,0,2,3,3,3,0,2,6093.333333,0.12186666666,3.044733333,0.040025399051917564,-1.3976643294853182,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
503,1,2,2,5,2,3,1,1,4,0,2,3,4,3,0,3,7390.0,0.1478,3.044733333,0.04854283900599317,-1.3138748277448848,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
504,1,2,2,3,3,3,0,1,3,0,2,3,3,3,0,3,19491.66667,0.3898333334,3.044733333,0.1280352959567379,-0.8926702903039122,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
505,1,2,2,1,3,3,0,2,5,2,2,3,2,1,3,3,23705.0,0.4741,3.044733333,0.15571150184534077,-0.8076793064847351,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
506,1,2,5,5,3,2,0,3,1,1,3,3,0,0,1,0,631.6666667,0.012633333334,3.044733333,0.004149241313541332,-2.382031306532364,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
507,1,2,2,3,2,2,1,1,3,0,2,3,3,3,1,3,6833.333333,0.13666666666,3.044733333,0.04488625167227411,-1.3478866598248038,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
508,1,2,2,5,5,1,1,1,5,1,2,5,3,1,4,3,13995.0,0.2799,3.044733333,0.09192923300255405,-1.0365463633375294,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
509,1,2,2,3,2,3,1,0,3,0,2,3,3,3,0,3,4616.666667,0.09233333334,3.044733333,0.03032558954810773,-1.5181907474275484,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
510,1,2,2,3,2,2,1,2,3,0,2,3,3,3,0,3,11135.0,0.2227,3.044733333,0.07314269449685169,-1.1358290447696535,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
511,1,2,2,3,3,3,1,1,3,0,2,2,3,3,0,3,2746.666667,0.05493333334,3.044733333,0.018042083602071567,-1.7437133091095516,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
512,1,2,1,4,5,3,0,0,2,4,1,5,4,2,4,2,20273.33333,0.4054666666,3.044733333,0.1331698451898546,-0.8755941051226661,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
513,1,2,2,3,2,2,1,1,2,0,2,3,3,3,0,3,13743.33333,0.2748666666,3.044733333,0.09027610517508661,-1.0444271861633492,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
514,1,2,2,3,2,3,1,1,2,0,2,3,3,3,0,3,5766.666667,0.11533333334000001,3.044733333,0.03787961726893211,-1.4215944177054738,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
515,1,2,2,3,1,3,1,1,3,0,2,3,3,3,0,3,12110.0,0.2422,3.044733333,0.07954719626015931,-1.0993751229966582,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
516,1,2,2,3,2,2,1,1,3,0,3,3,3,3,0,3,7303.333333,0.14606666665999998,3.044733333,0.04797354995817625,-1.3189981433184894,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
517,1,2,0,3,5,1,1,1,3,1,3,1,4,0,2,3,925.0,0.0185,3.044733333,0.006076065775445695,-2.216377533400678,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
518,1,2,2,3,2,3,1,1,3,0,2,3,3,3,1,3,4993.333333,0.09986666665999999,3.044733333,0.03279980731895511,-1.484128707524917,100,100,4,1 bead per cell or 1:1 ratio,1,10,5.5,6.7,1,0.4,25,350,10,10,50,1,0.5,0.5,3.2,0.8,0.3,0.7
